-4.499555922294575794e-01,1.327022818901675283e-01,-6.809246129916469714e-01
-4.268404651814366346e+00,2.593429319899307028e+00,-1.033788293895951949e+00
-2.533869740478690957e+00,1.398795076194204290e+00,-1.013242990415350153e+00
-4.272689801118144892e+00,2.693972222794786209e+00,-6.928121313134492087e-01
-4.228846587841145421e+00,2.587132080913460808e+00,-1.030535562982550779e+00
-6.082341522963350400e-01,2.469373224584218152e-01,-5.787898048616436641e-01
-4.206100415556315752e+00,2.733137306134059585e+00,-5.795030708221097226e-01
7.932025052413304023e-01,-8.061124162064448040e-01,-8.527207845383780738e-01
-2.707832671339087227e+00,1.487831809995803223e+00,-1.122146685581669745e+00
-4.658993960113804178e+00,2.885788690583460436e+00,-1.169701115715781725e+00
-4.400204563434946259e-01,1.091357736404690443e-01,-5.280765284410386950e-01
-1.534272120786367655e+00,8.410129114098262582e-01,-6.538719891330794232e-01
-4.047821849583641551e+00,2.540159616878725490e+00,-5.921268813047330104e-01
-4.543707506900566351e+00,2.810382300493398766e+00,-8.468268916050790684e-01
-3.815657442619489359e+00,2.282753098983189233e+00,-8.644798235568554867e-01
-4.289689330133697354e+00,2.702567598463803122e+00,-7.793414932541585793e-01
-1.920417796639658725e+00,1.136010740556334442e+00,-8.579245153210809383e-01
-3.528207203144331672e+00,2.237189957554963193e+00,-5.392093117716594275e-01
-3.606443607508677651e+00,2.256729901384938675e+00,-7.287119030967781352e-01
-2.829617449388406314e+00,1.674219173998810373e+00,-8.868615011813267834e-01
-2.524034461206023039e+00,1.334963676856475212e+00,-1.470956954436868802e+00
-3.272744148047107782e+00,1.853616237055844218e+00,-8.137876817697885512e-01
-2.855308931054631572e+00,1.539428187535638148e+00,-1.099430744345513355e+00
-4.026968537029649298e+00,2.446918121873985275e+00,-1.027346351898909882e+00
-2.478523145734707445e+00,1.505420906801001157e+00,-6.448075328281973606e-01
-1.377374587894956814e+00,8.136193688293950066e-01,-4.807428419659267038e-01
-2.719043389036378766e+00,1.499164005536830935e+00,-1.011113835870962596e+00
-2.447769562006026245e+00,1.344823695926319562e+00,-9.501889679702631986e-01
-1.737361690834655192e+00,1.005550714432483561e+00,-5.944475416448748994e-01
-1.327048790296851299e+00,5.010713128811286055e-01,-9.676058846696760085e-01
-2.634134102313332892e+00,1.533947936153258640e+00,-8.663235019967820971e-01
-2.318699589124568305e+00,1.416053400813793051e+00,-6.138493982324869647e-01
-2.416753007797697084e+00,1.408261164319441594e+00,-1.034782667163479219e+00
-3.088055720165883589e+00,1.862874602977173888e+00,-8.475824305682967408e-01
-1.927898041957931019e+00,1.141973182992404467e+00,-4.453293064976542315e-01
5.436826256391389389e-01,-5.996057386029003400e-01,-7.458705261109046525e-01
-3.287129300204990390e+00,1.897233867849456912e+00,-1.219324123498343182e+00
-1.624183507810986749e+00,8.962559051340227567e-01,-5.081084348736267797e-01
-4.844772332226280120e+00,3.077799054640286691e+00,-7.496084417204534889e-01
-1.331360503391871841e-01,-2.593489074979631326e-01,-7.494685887923761003e-01
-5.203218853895037910e+00,3.303937730798902184e+00,-8.041699632695286093e-01
-2.612127692249156308e+00,1.465636794409205468e+00,-1.015854932892456874e+00
-1.592103257177950093e+00,9.216872874791278702e-01,-7.674653452995289227e-01
-3.744299061798059824e+00,2.414578139065429507e+00,-5.125891880207501528e-01
6.711794711155345539e-01,-6.722409608800795633e-01,-8.110574107424565193e-01
-2.482879796739316802e+00,1.284093590515866801e+00,-1.673288519698843180e+00
-3.451918225458245004e+00,2.133556208689649125e+00,-7.414121775312891849e-01
-3.280675442057149560e+00,2.010975523213223148e+00,-7.443026196955856433e-01
-4.156601218885134230e+00,2.557380172083738135e+00,-7.937921883540468571e-01
-6.825052494231996780e-01,2.752582126424302778e-01,-5.281474216683459399e-01
-3.358843367870035568e+00,1.878632600502639249e+00,-4.159976486992222333e-01
-3.519687483736872569e+00,2.174378861265039209e+00,-6.258506090158660884e-01
-3.952872993473225183e+00,2.503907026550440396e+00,-5.944616920381305958e-01
-1.306682139601233805e+00,6.854578103292935376e-01,-9.523321623837772698e-01
-1.373109756889811850e+00,6.817132307829354421e-01,-7.352336558071947969e-01
